episode_number,episode_name,description,air_date
76,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 76,"Official Sony LIV synopsis for Episode 76: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 76. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-05-21
77,Jetha Is Angry | Taarak Mehta Ka Ooltah Chashmah | तारक मेहता का उल्टा चशमाह | Full Episode 77,"Official Sony LIV synopsis for Episode 77: Jetha Is Angry | Taarak Mehta Ka Ooltah Chashmah | तारक मेहता का उल्टा चशमाह | Full Episode 77. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-06-22
78,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 78,"Official Sony LIV synopsis for Episode 78: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 78. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-07-23
79,Jethalal की Xerox Copy निकला Tapu! | Episode 79 | Taarak Mehta Ka Ooltah Chashmah,"Official Sony LIV synopsis for Episode 79: Jethalal की Xerox Copy निकला Tapu! | Episode 79 | Taarak Mehta Ka Ooltah Chashmah. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-08-24
80,Episode 80 - Taarak Mehta Ka Ooltah Chashmah | Tapu Ki Shadi | Full Episode | तारक मेहता,"Official Sony LIV synopsis for Episode 80: Episode 80 - Taarak Mehta Ka Ooltah Chashmah | Tapu Ki Shadi | Full Episode | तारक मेहता. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-09-25
81,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 81,"Official Sony LIV synopsis for Episode 81: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 81. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-10-26
82,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 82,"Official Sony LIV synopsis for Episode 82: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 82. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-11-27
83,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 83,"Official Sony LIV synopsis for Episode 83: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 83. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-12-28
84,Episode 84 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता,"Official Sony LIV synopsis for Episode 84: Episode 84 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-01-01
85,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 85,"Official Sony LIV synopsis for Episode 85: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 85. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-02-02
86,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 86,"Official Sony LIV synopsis for Episode 86: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 86. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-03-03
87,Episode 87 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता,"Official Sony LIV synopsis for Episode 87: Episode 87 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-04-04
88,Episode 88 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता,"Official Sony LIV synopsis for Episode 88: Episode 88 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-05-05
89,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 89,"Official Sony LIV synopsis for Episode 89: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 89. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-06-06
90,Episode 90 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता,"Official Sony LIV synopsis for Episode 90: Episode 90 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-07-07
91,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 91,"Official Sony LIV synopsis for Episode 91: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 91. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-08-08
92,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 92 - Full Episode,"Official Sony LIV synopsis for Episode 92: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 92 - Full Episode. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-09-09
93,Episode 93 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता,"Official Sony LIV synopsis for Episode 93: Episode 93 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-10-10
94,Episode 94 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता,"Official Sony LIV synopsis for Episode 94: Episode 94 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-11-11
95,Episode 95 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता,"Official Sony LIV synopsis for Episode 95: Episode 95 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-12-12
96,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 96,"Official Sony LIV synopsis for Episode 96: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 96. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-01-13
97,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 97,"Official Sony LIV synopsis for Episode 97: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 97. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-02-14
98,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 98,"Official Sony LIV synopsis for Episode 98: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 98. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-03-15
99,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 99,"Official Sony LIV synopsis for Episode 99: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 99. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-04-16
100,Episode 100 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता,"Official Sony LIV synopsis for Episode 100: Episode 100 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-05-17
101,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 101,"Official Sony LIV synopsis for Episode 101: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 101. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-06-18
102,Bapuji ने क्यों किया Jetha को नाश्ता देने से इंकार? | Episode 102 | Taarak Mehta Ka Ooltah Chashmah,"Official Sony LIV synopsis for Episode 102: Bapuji ने क्यों किया Jetha को नाश्ता देने से इंकार? | Episode 102 | Taarak Mehta Ka Ooltah Chashmah. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-07-19
103,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 103,"Official Sony LIV synopsis for Episode 103: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 103. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-08-20
104,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 104,"Official Sony LIV synopsis for Episode 104: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 104. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-09-21
105,Episode 105 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता का उल्टा चश्मा New Episode,"Official Sony LIV synopsis for Episode 105: Episode 105 - Taarak Mehta Ka Ooltah Chashmah | Full Episode | तारक मेहता का उल्टा चश्मा New Episode. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-10-22
106,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 106,"Official Sony LIV synopsis for Episode 106: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 106. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-11-23
107,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 107,"Official Sony LIV synopsis for Episode 107: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 107. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-12-24
108,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 108,"Official Sony LIV synopsis for Episode 108: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 108. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-01-25
109,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 109,"Official Sony LIV synopsis for Episode 109: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 109. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-02-26
110,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 110,"Official Sony LIV synopsis for Episode 110: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 110. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-03-27
111,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 111,"Official Sony LIV synopsis for Episode 111: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता का उल्टा चशमाह - Episode 111. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2008-04-28
